Jawaban (Indo),Answers (Eng),perceived ease of use,performance expectancy,effort expectancy,system quality,perceived usefulness,resistance to change,facilitating conditions,technological incapability,functionality,cost
"Kalau misalkan untuk saat ini, kalau misalkan dulu sebelum hamil itu, karena untuk ngecek perkembangan janin, jadinya tuh ada  pakai , saya lupa lagi, halobun gitu kalau tidak salah ya, kemudian pas udah lahir  pakai  primaku, kemudian  pakai  mobile JKN sih, cuma untuk BPJS kesehatannya gitu","For example, for now, if for example, before pregnancy, because to check the development of the fetus, so there is a use, I forgot again, halobun if I'm not mistaken, then when I was born, I used my primaku, then used mobile JKN, only for BPJS health",,,,,,1,,,,
"Kalau sejauh ini alhamdulillah membantu ya, apalagi yang primaku itu membantu, karena kita tinggal input input data, kemudian langsung keluar keterangannya, dan memudahkan untuk orang awam tuh baca data atau grafik tersebut","So far, thank God, it has helped, especially since it is excellent, because we just need to input the data, then immediately come out the caption, and make it easier for ordinary people to read the data or graph",,,,,2,,,,,
"Kalau dari primaku sendiri itu mudah untuk dilihatnya, hanya saja yang membuat jadi kendala tuh, terkadang harus upgrade terus gitu, itu aja sih","From my own prime, it's easy to see, it's just that what makes it an obstacle, sometimes you have to keep upgrading like that, that's all",,,,,,,,2,,
"Jauh ini sangat berguna dan membantu sekali ketika misalnya, kalau ada warning gitu ya, harus periksain karena tidak seimbang antara berat badan atau tinggi badan tidak sesuai tumbuh kembang gitu, makanya harus segerakan itu buat warning buat kita sebagai orang tua, buat ngecek misalkan ke DSA dan lain sebagainya, dan ditambah juga di aplikasi primaku juga ada ngecek buat ini, tumbuh kembang anaknya itu sesuai dengan motorik kasar, kemudian halus bahasa dan lain sebagainya itu bisa dicek, kalau misalkan ada yang salah satu yang tidak, nanti bisa direkomendasikan untuk buat kita konsultasi ke yang lebih profesional","This is very useful and very helpful when, for example, if there is a warning like that, yes, you have to check because there is an imbalance between weight or height that is not in accordance with growth and development, so you have to immediately make a warning for us as parents, to check, for example, to DSA and so on, and plus in my primi application there is also a check for this,  the growth and development of the child is in accordance with gross motor, then the language is smooth and so on it can be checked, if for example there is one that is not, later it can be recommended to make us consult a more professional",,,,,2,,,,,
"Kalau misalkan untuk sekarang itu di 5-10 menit sih, karena kalau dulu iya gitu, dulu mah mungkin akan lebih dari 10 menit, karena baca referensi dan lain sebagainya, waktu pas awal-awal gitu jadi ibu, tapi kalau misalkan sekarang, tidak sih hanya untuk update data aja gitu, data pertumbuhan, kemudian kalau misalkan mau nyari resep MPAsi, karena disitu juga udah ada komplit untuk MPAsi juga, jadi paling 5-10 menit, informasi informasi bagus disana ","For example, for now, it's 5-10 minutes, because if it used to be, in the past it might have been more than 10 minutes, because reading references and so on, the time is right for you to be a mother, but if you think about it now, it's not just to update data, growth data, then if you want to find a recipe for MPAsi, because there is also a complete solution for MPAsi as well,  At least 5-10 minutes, good information there.",,,,,,,,,2,
"Ya, kalau prima aku bahasa Indonesia, jadi lancar lancar aja ","Yes, if I'm a Indonesian speaker, I'm fine with it.",,,,,,,,1,,
"Terlebih, riwayat perkembangannya misalkan sesar gitu, nanti kan akan mempengaruhi ke banyak aspek, kalau misalkan tidak terstimulasi dengan baik gitu, jadi sangat membantu","Moreover, the history of its development, for example, a fault, will affect many aspects, if it is not stimulated properly, so it is very helpful",,,,,2,,,,,
"Saya tidak ngecek ulasan di playstore-nya, jadi waktu pas dapet informasi itu dari salah satu dokter anak, waktu itu saya ikutin dokter meija, jadinya tuh pas aplikasi prima aku, jadi saya langsung download aja gitu karena dari dokter kan","I didn't check the reviews on the playstore, so when I got the information from one of the pediatricians, at that time I followed doctor meija, so it was my best application, so I immediately downloaded it because it was from the doctor, right?",,,,,,,2,,,
"Jadi tidak lihat ulasan, tapi saya lihat saran dari salah satu dokter di Instagram","So I didn't see the reviews, but I saw the advice of one of the doctors on Instagram",,,,,,,2,,,
"Kalau misalkan dokter tersebut, karena kebetulan dokter tersebut suka mengedukasi gitu ya di Instagram, jadinya tuh saya ikutin","For example, the doctor, because it happens that the doctor likes to educate on Instagram, so I follow him",,,,,,,2,,,
Apalagi itu aplikasinya ternyata  resmi juga dari IDI,"Moreover, the application turned out to be official from IDI",,,,,,,2,,,
"Nah, kalau itu  sebetulnya ya, soal kalau kebocoran data dan lain sebagainya, saya juga agak worry dan takut juga,  makanya kalau misalkan di aplikasi itu kan suka minta foto anak gitu ya, upload foto, nah saya tuh tidak gitu, karena khawatir gitu, tidak sering-sering gitu","Well, if that's actually the case, it's about data leaks and so on, I'm also a bit worried and scared too, that's why for example in the application I like to ask for photos of children, upload photos, well I'm not, because I'm worried, not often",,,,,,2,,,,
untuk saat Ini sih  pakai  teman Bumil,"For now, I'm using my friend Bumil",,,,,,1,,,,
"Dulu  pakai  teman bumil itu buat ngontrol perkembangan janinnya Terus apa sih namanya, baca artikel artikelnya gitu Kayak gitu aja paling","In the past, I used to use my pregnant friend to control the development of the fetus Then what is the name, read the article like that",,,,,,1,,,,
"Sebenarnya aplikasinya berbayar Cuma bisa tidak berbayar, cuma fiturnya terbatas Lebih banyak fitur yang terbuka untuk yg tidak berbayar","Actually, the application is paid Only can be unpaid, only the features are limited More features are open to those who are not paid",,,,1,,,,,,1
"Kalau misalkan aplikasinya itu sendiri membantu banget dan jadi tau perkembangan selama saya hamil Karena misalkan ada yang kita tidak tahu, terus di aplikasi itu sudah diinfokan","For example, the application itself is very helpful and I know the development during my pregnancy Because for example, if there is something we don't know, then in the application it has been informed",,,,,2,,,,,
"Di situ kita bisa terbantu, membantu Sedikit terbantu Kalau fisik tetap saja capek sih Cuma ada hal-hal yang kita tidak tahu, kita bisa terbantu","There we can be helped, help A little help If we are still physically tired There are just things we don't know, we can be helped",,,,,2,,,,,
Jadi tidak overthinking pikirannya ga kemana-mana karena dari tenaga kesehatannya juga yang mengarahkan,So don't overthink his mind because the health workers are also the ones who direct,,,,,,,2,,,
"Penuh pengetahuan karena di sana kita bisa sharing bareng pengalaman atau hal yang dirasain Karena banyak pengetahuan yang kita tidak tahu Di situ diinformasikan, informasi bagus juga disana","Full of knowledge because there we can share experiences or things that we feel together Because there is a lot of knowledge that we don't know There is informed, good information is also there",,,,,,,,,2,
"Tidak sih, justru membantu banget Karena aku pakai sendiri, jadi tidak dibantu Karena pakai dari diri sendiri maksudnya tidak diinformasikan dari mereka","No, it's really helpful because I use it myself, so it's not helped because I use it from myself means that I don't know from them",,,,,2,,1,,,
"Cukup nyaman sih, gampang juga, Kalau misalkan dirate, sudah 10% nyaman Kalau 10% itu lebih kayak, ini benar tidak ya Kayak gitu deh harusnya","It's quite comfortable, it's easy too, for example, if it's rated, it's already 10% comfortable If 10% is more like, this is true or isn't like that?",,,2,,,,,,,
Sejauh ini lancar lancar aja pakainya,So far it's been smooth and smooth just use it,,,,,,,,1,,
"Cukup pendukung? tidak sih, pribadi dari diri sendiri","Enough support? No, it's personal",,,,,,,1,,,
"Ngaruh sih Iya sih, rasanya sih cukup membantu","It's really helpful, I think it's quite helpful.",,,,,2,,,,,
"Si aplikasi ini, dia kan berbayar sebenarnya, Kalau tidak berbayar itu dia mahal apa tidak ","This application, he is actually paid, If it is not paid, it is expensive or not",,,,,,,,,,1
"Ulasannya itu memang cukup membantu, Dan setelah dicobain memang membantu, Ini kita gunain aja atau kita cari lagi aplikasi yang lain","The review is indeed quite helpful, and after trying it is indeed helpful, we just use this or we look for another application",,,,,2,,,,,
"Iya sih, langsung aku  pakai , Kalau misalkan kita emang butuh, dan lagi cari aplikasi yang begitu kan, jadi kita download aja, cepat juga ","Yes, I immediately use it, if we really need it, and are looking for an application like that, right, so we just download it, it's fast too",,2,,,,,,,,
"Banyak kan? Iya sih Dari review mereka, setelah  pakai  aplikasi itu, dijelasin apa aja, fitur-fitur yang membantu, itu ngaruh sih, Ngaruh, jadi aku juga mau  pakai  itu","A lot, right? Yes, from their review, after using the application, it was explained what it was, the features that helped, it was affecting, it was affecting, so I also wanted to use it",,,,,2,1,,,,
"Ada sih artikel yang di post terus nanti sharing-sharing, tidak sih, lebih ke forum-forum, Misalkan di internet, ada tanya-jawab tanya-jawab, informasi informasi bagus yang aku dapat","There are articles that are posted and then shared, no, more on forums, for example on the internet, there are questions and answers, good information that I get",,,,,,,,,2,
"Nah, itu sih, Mereka kan ada tanya-jawab yang bisa kita lihat, informasi bagus juga kan","Well, that's it, they have questions and answers that we can see, good information too, right?",,,,,,,,,2,
"Ada ya, Cuma kalau yang kemarin, teman bumil itu tidak ada, fitur terbatas kan disana","There is, yes, it's just that yesterday, the pregnant friend didn't exist, the features are limited there.",,,,1,,,,,,
"Aplikasi kesehatan maksudnya gimana? Halodoc iya  pakai , Cuma  pakai  halodoc","What does health application mean? Halodoc yes, I use it, just use halodoc",,,,,,1,,,,
"tidak , karena waktu itu urgent, butuh obat, terus tidak bisa keluar Soalnya  pakai  halodoc kayak gini praktis efisien kan kalau  pakai  halodoc, membantu banget","No, because at that time it was urgent, needed medicine, and then couldn't get out The problem of using halodoc like this is practically efficient, right?",,,,,2,,,,,
